timestamp,location_lat,location_long,individual_id,tag_id
1,31.033499965670032,-115.5701666643315,408194153,408194154
2,31.033499965670032,-115.5701666643315,408194153,408194154
3,31.033666871323494,-115.57016678939581,408194153,408194154
4,31.033499965670032,-115.5701666643315,408194153,408194154
5,31.033666871323494,-115.57016678939581,408194153,408194154
6,31.033666871323494,-115.57016678939581,408194153,408194154
7,31.03349955316676,-115.5703329936954,408194153,408194154
8,31.033499147702006,-115.57049997777418,408194153,408194154
9,31.033666458828996,-115.57033311904996,408194153,408194154
10,31.033666458828996,-115.57033311904996,408194153,408194154
